Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,BsmtQual_ord,BsmtCond_ord,BsmtExposure_ord,BsmtFinType1_ord,BsmtFinType2_ord,HasBsmt,GarageType_ord,GarageFinish_ord,GarageQual_ord,GarageCond_ord,GarageAge,HasGarage,HouseAge,RemodAge,MoSold_sin,MoSold_cos,HasMisc,FireplaceQu_ord,PoolHighOutlier,Alley_Grvl,Alley_Pave,HasFence,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw
48,20,FV,84.0,11096,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,24,0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,3,826,Y,0,146,0,0,0,0,0,2007,WD,Normal,249700,3,3,3,6,1,1,4,,3,3,1.0,1,1,1,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
49,190,RM,33.0,4456,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,0,0,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,TA,8,Typ,0,0,0,N,0,0,102,0,0,0,0,2009,New,Partial,113000,2,3,1,1,1,1,0,0.0,0,0,0.0,0,89,1,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
50,20,RL,66.0,7742,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,763,0,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,TA,6,Typ,0,1,386,Y,0,0,0,0,0,0,0,2007,WD,Normal,127000,2,3,1,4,1,1,4,,3,3,41.0,1,41,41,0.49999999999999994,0.8660254037844387,0,0,0,False,False,1,False,False,True,False
51,60,RL,0.0,13869,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,182,0,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,2,388,Y,0,75,0,0,0,0,0,2007,WD,Normal,177000,3,3,3,6,1,1,4,,3,3,10.0,1,10,10,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
52,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,0,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,2,528,Y,112,0,0,0,0,0,400,2006,WD,Normal,114500,2,3,1,1,1,1,2,,3,3,21.0,1,72,56,-1.0,-1.8369701987210297e-16,1,4,0,False,False,1,False,False,True,False
53,90,RM,110.0,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,104,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,2,516,Y,106,0,0,0,0,0,0,2010,WD,Normal,110000,3,3,4,2,6,1,1,,3,3,47.0,1,47,47,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
54,20,RL,68.0,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,1810,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,3,894,Y,857,72,0,0,0,0,0,2006,WD,Normal,385000,4,3,4,6,1,1,4,,3,3,25.0,1,25,19,-0.5000000000000004,0.8660254037844384,0,4,0,False,False,0,False,False,False,False
55,80,RL,60.0,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,384,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,2,572,Y,0,50,0,0,0,0,0,2007,WD,Normal,130000,2,3,1,5,1,1,2,,3,3,45.0,1,52,52,0.8660254037844386,0.5000000000000001,0,3,0,False,False,1,False,False,True,False
56,20,RL,100.0,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,490,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,2,576,Y,0,0,0,407,0,0,0,2008,WD,Normal,180500,2,3,1,4,1,1,4,,3,3,44.0,1,44,44,-0.4999999999999998,-0.8660254037844388,0,4,0,False,False,0,False,False,False,False
57,160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,649,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,2,480,Y,115,0,0,0,0,0,0,2009,WD,Abnorml,172500,3,3,1,6,1,1,4,,3,3,10.0,1,10,9,-0.8660254037844384,-0.5000000000000004,0,0,0,False,True,0,False,False,False,False
58,60,RL,89.0,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,2,565,Y,0,70,0,0,0,0,0,2006,WD,Normal,196500,3,3,1,1,1,1,4,,3,3,2.0,1,2,2,-0.8660254037844384,-0.5000000000000004,0,0,0,False,False,0,False,False,False,False
59,60,RL,66.0,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,0,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,3,641,Y,192,0,37,0,0,0,0,2006,New,Partial,438780,4,3,4,1,1,1,5,,3,3,0.0,0,0,0,-0.8660254037844386,0.5000000000000001,0,4,0,False,False,0,False,False,False,False
60,20,RL,60.0,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,632,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,1,352,Y,196,0,0,0,0,0,0,2008,WD,Normal,124900,2,3,3,5,1,1,2,,3,3,35.0,1,36,36,0.49999999999999994,0.8660254037844387,0,0,0,False,False,1,False,False,True,False
61,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,941,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,2,576,Y,0,50,0,0,0,0,0,2006,New,Partial,158000,3,3,1,5,1,1,2,,3,3,0.0,0,2,2,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
62,75,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,0,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,1,288,N,0,0,144,0,0,0,0,2007,WD,Normal,101000,2,2,1,1,1,1,2,,3,3,72.0,1,87,11,1.0,6.123233995736766e-17,0,0,0,False,False,0,False,False,False,False
63,120,RL,44.0,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,24,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,2,484,Y,120,49,0,0,0,0,0,2007,WD,Normal,202500,3,4,2,6,1,1,4,,3,3,1.0,1,1,1,-0.8660254037844386,0.5000000000000001,0,4,0,False,False,0,False,False,False,False
64,70,RM,50.0,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,0,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,2,480,Y,12,11,64,0,0,0,0,2010,WD,Normal,140000,2,3,1,1,1,1,2,,3,3,20.0,1,89,60,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,1,True,False,False,False
65,60,RL,0.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,739,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,2,645,Y,576,36,0,0,0,0,0,2009,WD,Normal,219500,3,3,1,6,1,1,4,,3,3,11.0,1,12,11,0.8660254037844386,0.5000000000000001,0,0,0,False,False,1,True,False,False,False
66,60,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,0,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,3,852,Y,192,151,0,0,0,0,0,2007,WD,Normal,317000,4,3,3,1,1,1,5,,3,3,3.0,1,3,2,-0.8660254037844386,0.5000000000000001,0,4,0,False,False,0,False,False,False,False
67,20,RL,0.0,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,912,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,2,576,Y,301,0,0,0,0,0,0,2010,WD,Normal,180000,3,3,4,6,1,1,4,,3,3,40.0,1,40,21,-0.4999999999999998,-0.8660254037844388,0,4,0,False,False,0,False,False,False,False
68,20,RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,1013,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,2,558,Y,144,29,0,0,0,0,0,2007,WD,Normal,226000,3,3,3,6,1,1,4,,3,3,4.0,1,4,4,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
69,30,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,0,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,1,220,Y,0,0,0,0,0,0,0,2010,WD,Normal,80000,2,3,1,1,1,1,4,,3,3,65.0,1,65,60,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
70,50,RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,603,0,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,2,667,Y,0,21,114,0,0,0,0,2006,WD,Normal,225000,2,3,1,4,1,1,4,,3,3,53.0,1,53,53,-0.4999999999999998,-0.8660254037844388,0,3,0,False,False,0,False,False,False,False
71,20,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,1880,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,2,516,Y,300,0,0,0,0,0,0,2007,WD,Normal,244000,3,3,4,5,1,1,4,,3,3,34.0,1,34,34,0.8660254037844386,0.5000000000000001,0,4,0,False,False,0,False,False,False,False
72,20,RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,565,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,2,360,Y,0,0,0,0,0,0,0,2007,WD,Normal,129500,2,3,1,5,1,1,2,,3,3,20.0,1,25,1,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
73,60,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,0,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,2,427,Y,0,94,0,0,291,0,0,2009,WD,Normal,185000,3,3,1,1,1,1,4,,3,3,11.0,1,11,11,-2.4492935982947064e-16,1.0,0,3,0,False,False,0,False,False,False,False
74,20,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,320,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,2,490,Y,0,0,0,0,0,0,0,2010,WD,Normal,144900,2,3,1,5,4,1,4,,3,3,21.0,1,56,7,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,1,False,True,False,False
75,50,RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,0,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,1,379,Y,0,0,202,0,0,0,0,2010,WD,Normal,107400,1,3,1,1,1,1,2,,3,3,95.0,1,95,60,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
76,180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,462,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,1,297,Y,120,101,0,0,0,0,0,2009,WD,Normal,91000,3,3,4,6,1,1,5,,3,3,36.0,1,36,36,-0.5000000000000004,0.8660254037844384,0,0,0,False,False,1,False,True,False,False
77,20,RL,0.0,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,228,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,1,283,Y,0,0,0,0,0,0,0,2008,WD,Normal,135750,2,3,1,5,1,1,2,,3,3,52.0,1,52,52,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,0,False,False,False,False
78,50,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,336,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,1,240,Y,0,0,0,0,0,0,0,2008,WD,Normal,127000,2,3,1,4,6,1,2,,3,3,60.0,1,60,7,0.49999999999999994,0.8660254037844387,0,0,0,False,False,1,False,False,True,False
79,90,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,0,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,0,0,Y,0,0,0,0,0,0,0,2010,WD,Normal,136500,2,3,1,1,1,1,0,0.0,0,0,0.0,0,42,42,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,0,False,False,False,False
80,50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,0,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,2,440,Y,74,0,128,0,0,0,0,2009,WD,Normal,110000,2,3,1,1,1,1,2,,3,3,43.0,1,99,28,0.49999999999999994,-0.8660254037844387,0,0,0,True,False,1,False,False,True,False
81,60,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,448,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,1,509,Y,0,72,0,0,252,0,0,2009,WD,Normal,193500,3,3,1,3,1,1,4,,3,3,41.0,1,41,41,1.2246467991473532e-16,-1.0,0,4,0,False,False,0,False,False,False,False
82,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,1201,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,2,405,Y,0,199,0,0,0,0,0,2006,WD,Normal,153500,4,4,1,6,1,1,4,,3,3,8.0,1,8,8,1.0,6.123233995736766e-17,0,0,0,False,False,0,False,False,False,False
83,20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,33,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,3,758,Y,144,99,0,0,0,0,0,2008,WD,Normal,245000,3,3,1,6,1,1,4,,3,3,1.0,1,1,1,-0.8660254037844386,0.5000000000000001,0,4,0,False,False,0,False,False,False,False
84,20,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,0,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,2,461,Y,74,0,0,0,0,0,0,2007,COD,Normal,126500,2,3,1,1,1,1,2,,3,3,33.0,1,47,47,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
85,80,RL,0.0,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,0,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,2,400,Y,120,72,0,0,0,0,700,2009,WD,Normal,168500,3,3,1,1,1,1,5,,3,3,14.0,1,14,13,0.49999999999999994,-0.8660254037844387,1,3,0,False,False,0,False,False,False,False
86,60,RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,0,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,2,462,Y,127,82,0,0,0,0,0,2006,WD,Normal,260000,3,3,1,1,1,1,4,,3,3,15.0,1,15,14,0.8660254037844387,-0.49999999999999983,0,3,0,False,False,0,False,False,False,False
87,60,RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,2,400,Y,100,38,0,0,0,0,0,2009,WD,Normal,174000,3,3,3,1,1,1,5,,3,3,4.0,1,4,4,1.0,6.123233995736766e-17,0,4,0,False,False,0,False,False,False,False
88,160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,0,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,2,528,Y,0,234,0,0,0,0,0,2009,New,Partial,164500,3,3,3,1,1,1,2,,3,3,0.0,0,0,0,1.2246467991473532e-16,-1.0,0,0,0,False,True,0,False,False,False,False
89,50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,0,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,0,0,N,0,0,156,0,0,0,0,2009,ConLD,Abnorml,85000,2,2,1,1,1,1,0,0.0,0,0,0.0,0,94,27,-0.8660254037844386,0.5000000000000001,0,0,0,False,False,1,False,False,True,False
90,20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,588,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,0,0,Y,0,0,0,0,0,0,0,2007,WD,Normal,123600,3,3,1,6,1,1,0,0.0,0,0,0.0,0,13,12,-0.8660254037844384,-0.5000000000000004,0,0,0,False,False,0,False,False,False,False
91,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,0,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,2,420,Y,0,29,0,0,0,0,0,2006,WD,Normal,109900,0,0,0,0,0,0,2,,3,3,56.0,1,56,56,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,0,False,False,False,False
92,20,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,600,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,2,480,Y,0,0,0,0,0,0,0,2006,WD,Abnorml,98600,2,3,1,3,1,1,4,,3,3,45.0,1,45,45,-2.4492935982947064e-16,1.0,0,0,0,False,False,1,False,True,False,False
93,30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,713,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,2,432,Y,0,0,44,0,0,0,0,2009,WD,Normal,163500,3,3,1,5,1,1,2,,3,3,88.0,1,88,3,-0.8660254037844384,-0.5000000000000004,0,0,0,True,False,0,False,False,False,False
94,190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,1046,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,2,506,Y,0,0,0,0,99,0,0,2007,WD,Normal,133900,2,2,2,3,1,1,2,,3,3,107.0,1,97,9,-0.5000000000000004,0.8660254037844384,0,4,0,False,False,0,False,False,False,False
95,60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,648,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,2,684,Y,0,162,0,0,0,0,0,2007,WD,Normal,204750,3,3,1,6,1,1,4,,3,3,10.0,1,10,10,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
96,60,RL,0.0,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,310,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,2,420,Y,232,63,0,0,0,0,480,2009,WD,Normal,185000,3,4,1,5,1,1,5,,3,3,16.0,1,16,16,0.8660254037844387,-0.49999999999999983,1,3,0,False,False,0,False,False,False,False
